Joints
200
,,Mathew:HandOuter_Thumb,,,Mathew:LowerArm_HandOuter,,,Mathew:UpperArm_LowerArm,,,Mathew:World_UpperArm,,,,,,
Frame,Sub Frame,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm

Segments
200
,,Mathew:HandOuter,,,,,,Mathew:LowerArm,,,,,,Mathew:Thumb,,,,,,Mathew:UpperArm,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,mm,mm,mm,deg,deg,deg,mm,mm,mm,deg,deg,deg,mm,mm,mm,deg,deg,deg,mm,mm,mm

Trajectories
200
,,Mathew:shoulder,,,Mathew:shoulderElbowSupport,,,Mathew:elbow,,,Mathew:wrist,,,Mathew:elbowWrist,,,Mathew:Triangle1,,,Mathew:Triangle2,,,Mathew:ThumbTip,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
374,0,-479.351,509.816,572.816,-475.065,492.665,482.39,-460.823,440.63,374.234,-206.54,463.929,302.828,-318.002,440.89,306.38,-148.27,430.403,268.358,-141.161,527.652,300.633,-66.6603,526.658,291.694
375,0,-479.682,508.984,572.808,-476.185,491.945,482.57,-461.929,439.64,374.229,-207.515,460.248,300.876,-319.305,438.614,305.536,-150.515,426.415,266.117,-141.751,523.217,298.293,-67.549,521.259,289.046
376,0,-480.422,508.354,572.989,-476.941,491.25,482.862,-462.818,438.765,374.238,-208.925,456.392,299.122,-320.685,436.212,304.072,-152.743,422.28,263.47,-142.202,518.574,296.211,-68.1853,515.837,286.311
377,0,-481.183,507.863,572.846,-477.58,490.676,482.723,-464.307,438.13,374.027,-210.395,452.791,297.168,-322.115,433.813,302.943,-154.508,419.042,260.412,-142.949,513.934,294.363,-68.736,510.522,283.492
378,0,-481.941,507.363,572.665,-478.342,490.262,482.536,-465.599,437.604,373.79,-211.714,449.341,295.439,-323.875,431.695,301.858,-156.141,415.18,257.881,-146.137,508.547,289.023,-69.7448,505.324,280.981
379,0,-482.568,506.861,572.488,-479.072,489.834,482.263,-466.467,437.005,373.8,-213.296,445.771,293.275,-325.171,429.31,300.62,-158.363,411.174,255.619,-146.081,505.617,287.407,-70.3439,499.97,278.113
380,0,-482.973,506.081,572.506,-479.873,489.19,482.119,-467.211,436.175,373.899,-214.771,442.367,291.467,-326.771,427.225,299.272,-160.711,407.424,252.787,-145.926,503.272,286.2,-71.2032,494.967,275.008
381,0,-483.358,504.824,572.521,-480.471,488.464,481.948,-468.346,435.42,373.692,-215.99,439.16,289.356,-328.426,425.084,298.453,-162.526,403.567,250.175,-145.635,500.368,285.163,-72.3865,490.169,271.898
382,0,-483.982,502.981,572.249,-480.743,487.808,481.942,-469.613,434.698,373.384,-217.266,435.872,287.124,-329.922,423.016,296.989,-164.556,399.888,247.852,-146.663,500.327,284.14,-73.4041,485.324,268.533
383,0,-485.096,503.884,571.736,-481.156,487.292,481.804,-470.391,434.252,373.364,-219.015,432.456,284.833,-331.415,420.813,295.8,-166.537,396.179,245.322,-147.213,489.144,279.705,-74.3497,480.726,265.6
384,0,-484.859,504.038,572.046,-481.653,486.92,481.654,-471.146,433.743,373.389,-220.329,429.466,282.489,-332.83,418.942,294.71,-169.23,392.772,241.967,-147.895,484.741,276.704,-75.4017,476.244,262.513
385,0,-485.19,503.632,571.947,-482.332,486.549,481.575,-471.933,433.203,373.199,-221.806,426.329,280.329,-334.527,417.008,293.559,-171.361,389.205,239.019,-148.933,481.284,274.086,-76.7289,471.642,258.84
386,0,-485.65,503.12,571.739,-483.13,485.939,481.523,-472.979,432.388,373.027,-223.54,423.279,278.085,-335.797,415.009,292.168,-173.351,385.694,236.108,-150.295,477.715,271.631,-78.4283,467.196,255.566
387,0,-486.006,502.523,571.612,-483.677,485.253,481.402,-473.926,431.463,372.932,-225.12,420.083,275.807,-337.452,413.128,290.94,-175.758,382.646,233.067,-151.346,473.986,269.118,-79.7737,462.923,252.018
388,0,-486.288,501.785,571.538,-484.086,484.741,481.288,-474.613,430.801,372.602,-226.774,417.341,273.449,-338.789,411.47,289.873,-177.78,379.786,229.947,-152.321,470.265,265.849,-80.9417,458.793,248.607
389,0,-486.645,501.201,571.495,-484.396,484.07,481.27,-475.283,430.385,372.487,-228.397,414.629,270.897,-340.553,409.529,288.208,-180.073,376.395,226.969,-153.72,466.629,262.623,-82.232,454.93,245.65
390,0,-486.896,500.893,571.506,-484.841,483.578,481.183,-476.373,429.879,372.089,-229.931,411.733,268.216,-341.938,407.955,286.776,-182.371,372.952,223.905,-154.879,463.177,259.997,-84.207,451.053,241.807
391,0,-487.21,500.592,571.416,-485.335,483.12,481.092,-477.368,429.112,371.597,-231.527,409.196,265.746,-343.434,406.169,285.422,-184.231,370.351,220.722,-155.942,459.844,256.944,-85.6798,447.205,238.172
392,0,-487.528,500.168,571.29,-485.802,482.752,480.991,-477.956,428.336,371.543,-233.297,406.55,263.287,-344.872,404.554,283.624,-186.432,367.757,217.758,-157.46,456.585,253.749,-87.3307,443.513,234.914
393,0,-487.766,499.639,571.161,-486.359,482.214,480.842,-478.45,427.753,371.649,-234.912,403.814,260.687,-346.302,402.932,282.629,-188.549,364.132,214.697,-158.683,453.467,250.272,-88.7936,439.911,231.307
394,0,-487.905,499.035,571.104,-486.942,481.693,480.811,-479.092,427.305,371.218,-236.614,401.608,258.227,-347.882,401.431,281.05,-190.638,361.577,211.41,-159.807,450.174,246.667,-90.2417,436.327,227.369
395,0,-488.115,498.365,571.096,-487.186,481.185,480.713,-479.932,426.822,370.651,-238.283,398.999,255.452,-349.163,399.978,279.274,-192.848,359.177,208.226,-161.164,447.159,243.451,-92.201,432.573,223.756
396,0,-488.525,497.835,570.773,-487.433,480.73,480.54,-480.613,426.409,370.303,-239.729,397.067,252.953,-350.439,398.563,277.692,-195.121,355.787,205.489,-162.556,444.311,240.191,-93.9114,429.399,219.1
397,0,-488.85,497.473,570.564,-487.669,480.287,480.399,-481.034,425.885,370.207,-241.224,394.489,250.306,-351.943,397.166,276.242,-197.523,353.728,202.397,-163.887,441.372,236.58,-95.3499,426.219,215.474
398,0,-489.128,497.186,570.381,-487.93,479.908,480.359,-481.286,425.241,370.106,-243.129,392.564,247.766,-353.101,395.89,274.958,-199.85,350.884,199.733,-165.301,438.61,233.074,-97.2932,423.195,211.23
399,0,-489.238,496.992,570.298,-488.194,479.554,480.293,-481.554,424.645,369.984,-244.849,390.466,245.189,-354.571,394.472,273,-202.487,348.491,196.875,-166.677,436.069,229.077,-98.6887,420.041,207.187
400,0,-489.323,496.644,570.231,-488.416,479.241,480.187,-481.757,424.167,369.875,-246.406,388.324,242.523,-355.748,393.398,271.83,-205.06,346.049,193.987,-168.282,433.387,225.671,-100.922,416.872,203.292
401,0,-489.408,496.105,570.126,-488.745,478.803,480.039,-482.277,423.787,369.578,-247.948,386.549,239.777,-357.352,392.249,269.991,-207.152,344.361,190.489,-169.78,430.97,222.998,-103.004,414.033,198.475
402,0,-489.354,495.463,569.97,-488.769,478.374,479.847,-482.729,423.45,369.061,-249.553,384.443,236.799,-358.688,390.881,268.804,-209.714,341.923,187.471,-171.084,428.43,219.467,-104.66,411.146,194.027
403,0,-489.312,494.94,569.85,-489.118,477.824,479.722,-483.154,423.123,368.568,-251.208,382.986,234.394,-359.821,389.884,267.187,-212.123,340.258,184.221,-172.497,426.315,215.901,-106.613,408.651,189.85
404,0,-489.361,494.566,569.728,-489.343,477.374,479.503,-483.473,422.725,368.344,-252.91,381.16,231.842,-360.922,388.99,265.757,-215.356,337.941,181.78,-173.926,423.969,212.314,-108.501,405.75,185.59
405,0,-489.469,494.227,569.496,-489.248,477,479.093,-483.646,422.09,368.069,-254.502,379.507,229.18,-362.213,387.917,264.123,-217.166,336.278,178.149,-175.057,421.864,208.166,-110.367,403.445,181.289
406,0,-489.497,493.896,569.258,-489.114,476.713,478.702,-483.703,421.516,367.794,-256.233,377.978,226.084,-363.577,386.943,262.772,-219.188,334.642,174.765,-177.247,419.878,205.206,-112.441,401.042,177.599
407,0,-489.585,493.655,568.975,-489.114,476.332,478.512,-483.814,421.025,367.503,-257.458,376.442,223.311,-364.528,386.008,261.406,-221.294,332.619,171.199,-178.665,417.912,201.398,-114.576,398.746,172.829
408,0,-489.674,493.317,568.746,-489.11,475.994,478.301,-484.027,420.642,367.114,-259.218,375.091,220.604,-365.567,385.167,259.545,-224.171,331.383,168.341,-179.859,415.935,197.762,-116.656,396.267,168.117
409,0,-489.681,492.859,568.521,-489.165,475.647,477.974,-484.23,420.282,366.584,-260.813,373.597,218.084,-366.461,384.417,258.073,-227.42,329.897,166.088,-181.849,414.16,194.76,-118.843,394.391,164.095
410,0,-489.642,492.344,568.414,-489.095,475.269,477.776,-484.299,420.005,366.064,-262.546,372.364,215.425,-367.93,383.819,256.492,-229.836,328.191,163.243,-183.258,412.416,191.013,-120.66,392.183,160.042
411,0,-489.787,491.764,568.162,-488.839,474.916,477.551,-484.335,419.82,365.688,-263.946,371.168,212.418,-368.587,382.907,255.21,-232.296,326.881,160.312,-184.549,410.826,186.937,-122.523,390.308,155.953
412,0,-489.836,491.34,567.947,-488.571,474.639,477.315,-484.369,419.629,365.353,-265.567,369.874,209.892,-369.706,382.166,253.085,-234.453,325.775,156.522,-186.457,409.063,183.637,-124.646,388.583,152.061
413,0,-489.774,491.009,567.754,-488.292,474.262,476.91,-484.204,419.38,364.905,-266.986,368.638,207.357,-370.639,381.607,252.025,-236.58,324.486,153.698,-188.313,407.539,180.624,-126.663,386.747,148.229
414,0,-489.674,490.669,567.531,-488.151,473.928,476.779,-483.941,419.118,364.639,-268.723,367.62,204.659,-371.976,380.962,250.305,-238.749,323.072,150.919,-189.574,406.172,176.721,-129.078,385.127,143.339
415,0,-489.638,490.419,567.335,-488.057,473.654,476.734,-483.777,418.739,364.264,-270.208,366.712,202.172,-372.844,380.359,248.934,-241.121,322.05,148.234,-191.156,404.978,172.831,-131.616,383.697,138.729
416,0,-489.333,490.136,567.134,-488.042,473.49,476.599,-483.67,418.437,363.996,-271.776,365.63,199.946,-374.01,379.86,247.431,-243.295,321.331,145.092,-193.238,403.524,169.904,-133.84,382.351,134.681
417,0,-489.02,489.728,566.696,-487.959,473.204,476.326,-483.584,418.199,363.779,-273.061,364.853,197.361,-374.944,379.415,246.391,-245.356,320.463,142.37,-194.764,402.152,166.75,-135.74,380.944,130.673
418,0,-488.829,489.251,566.445,-487.817,472.966,476.062,-483.677,417.83,363.503,-274.412,363.913,195.013,-375.912,378.841,244.72,-247.258,319.443,139.424,-196.018,401.076,163.34,-137.637,379.66,127.485
419,0,-488.667,488.727,566.122,-487.507,472.683,475.622,-483.549,417.61,363.141,-276.04,363.092,192.822,-376.718,378.33,243.208,-249.506,318.662,137.275,-197.94,400.209,160.395,-139.617,378.753,123.632
420,0,-488.58,488.276,565.804,-487.252,472.366,475.258,-483.465,417.338,362.654,-277.469,362.312,190.491,-377.528,378.009,242.06,-251.475,317.74,134.529,-199.541,399.359,157.482,-141.739,377.596,120.381
421,0,-488.415,487.98,565.483,-486.915,472.132,474.956,-483.54,417.123,362.232,-279.059,361.553,188.472,-378.65,377.711,240.666,-253.901,316.982,132.12,-200.904,398.395,154.941,-143.875,376.658,117.103
422,0,-487.999,487.674,565.159,-486.594,471.877,474.576,-484.005,417.01,361.481,-280.419,360.923,186.241,-379.426,377.298,239.572,-255.637,316.457,129.637,-202.338,397.416,152.118,-145.935,375.874,113.475
423,0,-487.91,487.403,564.855,-486.384,471.563,474.199,-484.31,416.853,360.832,-281.675,360.48,184.345,-380.545,377.072,238.069,-257.273,316.21,127.235,-203.943,396.785,148.822,-147.776,375.206,109.756
424,0,-487.736,487.134,564.593,-486.193,471.275,473.796,-484.32,416.733,360.248,-283.106,359.924,182.251,-381.104,376.767,237.001,-259.082,315.91,125.19,-205.05,396.052,146.584,-149.788,374.379,106.666
425,0,-487.505,486.764,564.366,-486.038,470.952,473.402,-484.347,416.629,359.879,-284.222,359.361,180.255,-381.879,376.552,235.788,-260.917,315.364,122.677,-206.469,395.467,144.349,-151.612,373.728,103.782
426,0,-487.216,486.229,564.098,-486.067,470.677,473.159,-484.344,416.523,359.47,-285.341,359.011,178.363,-382.872,376.49,234.665,-262.637,314.906,120.348,-208.005,394.777,141.506,-153.337,373.089,101.04
427,0,-486.885,485.729,563.891,-486.087,470.486,472.852,-484.288,416.476,359.073,-286.587,358.596,176.592,-383.486,376.281,233.871,-264.037,314.816,118.562,-209.846,394.305,139.003,-155.165,372.501,98.4711
428,0,-486.59,485.233,563.558,-486.057,470.335,472.612,-484.139,416.404,358.774,-287.916,358.21,174.647,-384.47,375.997,232.572,-266.332,314.43,116.597,-210.709,393.82,137.103,-156.812,371.908,95.7254
429,0,-486.316,484.969,563.072,-485.964,470.236,472.275,-484.062,416.323,358.49,-288.879,357.963,173.213,-385.253,375.857,231.521,-267.662,313.888,114.511,-211.835,393.264,134.367,-158.56,371.458,92.7422
430,0,-486.185,484.687,562.674,-485.912,470.118,471.708,-484.155,416.243,358.032,-290.101,357.611,171.604,-385.985,375.757,230.805,-268.716,313.692,112.921,-213.079,392.925,132.563,-159.66,371.088,90.6592
431,0,-486.045,484.463,562.319,-485.769,469.985,471.242,-484.223,416.225,357.442,-291.117,357.197,169.857,-386.674,375.661,229.803,-270.579,313.251,110.701,-214.314,392.629,130.47,-161.112,370.684,88.4474
432,0,-485.922,484.206,562.001,-485.572,469.832,470.667,-484.392,416.198,356.843,-292.154,356.938,168.266,-387.357,375.662,228.707,-271.844,313.08,109.172,-215.729,392.193,128.04,-162.805,370.363,85.7392
433,0,-485.89,483.984,561.586,-485.356,469.646,470.197,-484.51,416.151,356.291,-293.13,356.688,166.851,-387.964,375.553,228.023,-273.104,312.981,107.304,-216.843,391.869,126.8,-163.949,370.239,83.4921
434,0,-485.771,483.646,561.229,-485.168,469.541,469.861,-484.528,416.092,355.86,-294.002,356.422,165.651,-388.491,375.4,226.835,-274.508,312.677,105.947,-217.821,391.534,125.223,-165.383,369.879,81.5238
435,0,-485.72,483.232,560.659,-485.095,469.424,469.568,-484.571,416.007,355.314,-294.964,356.167,164.125,-389.074,375.267,225.793,-275.863,312.53,104.429,-218.621,391.164,123.709,-166.505,369.546,80.2218
436,0,-485.34,482.784,560.486,-485.104,469.298,469.313,-484.422,415.956,354.916,-295.63,355.925,162.558,-389.47,375.175,224.886,-276.791,312.329,102.814,-219.45,390.966,121.315,-167.85,369.55,78.0488
437,0,-485.366,482.324,560.029,-485.112,469.168,469.084,-484.31,415.91,354.441,-296.274,355.896,161.432,-389.939,375.075,224.208,-277.636,312.184,100.969,-220.165,390.759,119.701,-169.303,369.187,75.5303
438,0,-485.148,481.803,559.563,-484.738,468.876,468.74,-484.49,416.013,353.831,-297.027,355.761,160.097,-390.353,375.086,223.418,-278.525,311.981,99.807,-220.816,390.463,118.275,-170.273,368.871,74.0983
439,0,-484.949,481.48,559.158,-484.742,468.751,468.229,-484.244,415.831,353.719,-297.797,355.536,158.993,-390.88,375.173,222.659,-280.022,311.942,98.8441,-221.851,390.163,116.757,-171.502,368.833,71.8915
440,0,-484.744,481.297,558.785,-484.578,468.439,467.742,-484.327,415.744,353.233,-298.299,355.483,157.87,-391.11,375.102,221.931,-281.027,312.097,97.8006,-222.395,390.082,115.482,-172.217,368.638,70.3614
441,0,-484.666,481.083,558.397,-484.416,468.085,467.13,-484.507,415.852,352.59,-298.898,355.448,156.583,-391.297,374.992,221.235,-281.984,312.022,96.5228,-223.831,389.488,113.238,-173.156,368.349,68.6278
442,0,-484.382,480.916,558.209,-484.316,467.84,466.679,-484.543,415.776,352.09,-299.531,355.325,155.529,-391.54,374.824,220.414,-282.556,311.842,94.6297,-224.075,389.268,112.339,-173.98,368.238,67.3638
443,0,-484.228,480.617,557.935,-484.169,467.508,466.236,-484.393,415.664,351.605,-300.036,355.173,154.653,-391.756,374.739,219.549,-282.986,311.782,93.8521,-224.056,389.372,112.016,-174.638,368.191,65.2663
444,0,-484.181,480.248,557.651,-483.982,467.253,465.813,-484.277,415.505,351.319,-300.549,355.235,153.78,-392.161,374.797,218.956,-284.116,311.726,93.1195,-224.2,389.535,111.401,-175.448,368.035,63.4025
445,0,-484.027,479.827,557.435,-483.956,466.928,465.389,-484.064,415.401,350.966,-300.971,355.132,152.896,-392.433,374.758,218.428,-285.088,311.797,91.9629,-225.486,389.172,109.111,-176.146,367.975,62.392
446,0,-483.939,479.344,557.139,-484.05,466.685,465.331,-483.879,415.201,350.621,-301.215,355.216,151.84,-392.431,374.708,217.914,-285.34,311.847,90.9345,-225.642,389.069,108.166,-176.895,367.78,61.3419
447,0,-483.761,478.746,556.688,-484.07,466.449,465.139,-483.497,414.525,350.531,-301.429,355.173,150.756,-392.466,374.669,217.495,-285.711,311.963,89.887,-225.592,389.054,107.225,-177.309,367.648,60.6818
448,0,-483.576,478.332,556.362,-483.894,466.287,464.865,-483.03,413.189,350.84,-301.661,355.255,149.852,-392.589,374.516,216.795,-286.639,312.137,88.8358,-226.244,389.175,105.507,-177.908,367.761,59.7271
449,0,-483.482,478.049,556.09,-483.715,466.073,464.616,-482.987,413.122,350.512,-301.816,355.32,149.046,-392.7,374.449,215.907,-287.446,312.178,88.131,-226.869,388.871,104.377,-178.659,367.597,57.9744
450,0,-483.307,477.789,555.749,-483.463,465.835,464.253,-482.484,413.986,350.147,-302.086,355.219,148.263,-392.762,374.448,215.156,-287.23,312.077,87.2376,-227.417,389.035,103.295,-179.226,367.63,56.525
451,0,-483.192,477.522,555.368,-483.211,465.671,463.915,-482.154,413.999,349.818,-302.344,355.171,147.431,-392.776,374.435,214.442,-287.473,312.217,86.5547,-227.748,388.826,102.317,-179.231,367.745,55.6792
452,0,-483.043,477.374,555.024,-482.863,465.393,463.568,-482.452,413.225,349.091,-302.565,355.153,146.521,-392.814,374.459,213.876,-288.229,312.282,85.4241,-228.051,389.086,101.296,-180.052,367.628,54.0356
453,0,-482.906,477.124,554.796,-482.58,465.102,463.227,-482.224,413.106,348.599,-302.727,355.275,145.483,-392.916,374.441,213.543,-288.816,312.251,84.4786,-228.222,389.401,100.115,-181.571,367.625,51.1285
454,0,-482.756,476.713,554.543,-482.232,464.836,462.886,-482.035,413.099,348.127,-302.846,355.412,144.791,-392.919,374.544,213.235,-288.991,312.082,83.9657,-228.584,389.578,98.9732,-182.821,367.427,48.5926
455,0,-482.482,476.265,554.365,-481.755,464.458,462.558,-481.852,413.076,347.751,-303.011,355.529,144.168,-392.849,374.536,212.99,-289.01,312.01,83.3255,-228.842,389.775,97.8209,-183.234,367.512,47.679
456,0,-482.185,475.739,554.164,-481.577,464.098,462.429,-481.467,413.099,347.361,-303.009,355.579,143.636,-392.713,374.673,212.432,-289.049,311.978,82.4919,-228.949,389.936,97.166,-182.928,367.892,47.7455
457,0,-481.895,475.33,554.001,-481.387,463.766,462.338,-481.1,412.927,346.944,-303.051,355.755,142.743,-392.522,374.659,211.732,-289.685,312.026,81.5657,-228.882,390.107,96.507,-182.612,368.311,47.866
458,0,-481.674,474.926,553.73,-481.258,463.434,462.057,-480.703,412.854,346.538,-303.332,355.865,141.707,-392.25,374.528,211.037,-290.241,312.081,80.9357,-229.375,390.333,94.8434,-183.007,368.656,46.7661
459,0,-481.316,474.614,553.421,-480.939,463.212,461.718,-480.258,412.792,346.474,-303.418,355.842,140.822,-392.158,374.464,210.408,-290.195,312.332,79.9596,-230.107,390.438,93.3141,-183.823,368.712,44.5906
460,0,-481.007,474.324,552.953,-480.522,463.035,461.382,-479.8,412.608,346.179,-303.389,355.821,140.136,-391.994,374.463,209.687,-290.173,312.383,79.4519,-230.441,390.568,92.4205,-184.807,368.621,42.4968
461,0,-480.442,474.075,552.792,-480.021,462.861,461.043,-479.242,412.432,345.846,-303.295,355.948,139.456,-392.116,374.512,209.126,-290.047,312.346,78.8692,-230.123,390.753,91.9706,-185.41,368.679,41.0387
462,0,-480.249,473.883,552.48,-479.306,462.638,460.553,-478.736,412.321,345.505,-303.378,356.07,138.764,-392.078,374.593,208.85,-290.251,312.362,77.8662,-229.875,390.867,91.4278,-185.484,368.831,40.0098
463,0,-479.889,473.591,552.34,-479.035,462.501,460.385,-478.277,412.252,345.142,-303.434,356.237,138.177,-392.005,374.634,208.482,-290.519,312.455,76.7696,-229.737,390.75,90.7245,-185.699,368.815,39.423
464,0,-479.622,473.185,552.12,-478.802,462.248,460.221,-477.76,412.242,344.809,-303.407,356.241,137.591,-391.923,374.733,208.189,-290.774,312.626,75.7647,-229.95,390.711,89.822,-185.569,368.966,38.8755
465,0,-479.42,472.693,551.893,-478.505,462.018,460.105,-477.3,412.137,344.524,-303.501,356.408,136.563,-391.587,374.735,207.787,-291.042,312.803,75.2618,-230.027,390.928,88.2859,-185.397,369.156,38.6465
466,0,-478.981,472.286,551.87,-478.176,461.808,460.009,-476.856,412.063,344.289,-303.46,356.479,135.514,-391.395,374.778,207.279,-291.609,312.711,75.4181,-230.619,391.195,87.1375,-185.119,369.487,38.6982
467,0,-478.621,471.967,551.726,-477.543,461.51,459.742,-476.333,411.941,344.096,-303.281,356.572,134.839,-390.951,374.663,206.374,-291.666,312.967,75.0354,-230.898,391.327,86.482,-185.189,369.954,37.7658
468,0,-478.269,471.658,551.649,-476.914,461.243,459.527,-475.793,411.886,343.659,-303.334,356.61,134.085,-390.678,374.707,205.784,-291.281,313.221,73.7103,-231.007,391.485,85.785,-185.989,370.156,36.0266
469,0,-477.908,471.417,551.47,-476.34,460.984,459.345,-475.196,411.857,343.52,-303.51,356.81,133.378,-390.315,374.752,205.36,-291.322,312.798,72.5677,-231.003,391.619,84.8008,-186.837,370.147,34.0662
470,0,-477.408,471.127,551.27,-475.861,460.772,459.168,-474.621,411.862,343.301,-303.526,357.055,132.764,-390.062,374.745,205.089,-291.54,312.916,71.7184,-231.132,391.74,83.6328,-187.415,370.161,32.7445
471,0,-477.069,470.906,551.078,-475.189,460.495,458.957,-474.02,411.816,343.132,-303.594,357.103,132.217,-389.907,374.786,204.942,-292.003,313.029,71.0648,-231.472,392.08,82.0171,-187.368,370.376,32.1386
472,0,-476.74,470.707,550.868,-474.659,460.272,458.823,-473.377,411.766,342.943,-303.679,357.233,131.403,-389.724,374.775,204.592,-292.372,313.069,70.5873,-231.767,392.248,81.0436,-187.872,370.854,30.3159
